('There is a aardvark in indiana.', 'A aardvark can be found in purdue university.', False)
("Abagail doesn't like reading in indiana.", 'Abagail likes reading in indiana.', False)
("Abagail doesn't like reading in purdue university.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in purdue university.", "Abagail doesn't like purdue university.", False)
("Abagail doesn't like reading in purdue university.", 'Abagail likes reading in purdue university.', False)
("Abagail doesn't like reading in chicago.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in chicago.", "Abagail doesn't like chicago.", False)
("Abagail doesn't like reading in chicago.", 'Abagail likes reading in chicago.', False)
("Abagail doesn't like reading in paris.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in paris.", "Abagail doesn't like paris.", False)
("Abagail doesn't like reading in paris.", 'Abagail likes reading in paris.', False)
("Abagail doesn't like reading in new york.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in new york.", "Abagail doesn't like new york.", False)
("Abagail doesn't like reading in new york.", 'Abagail likes reading in new york.', False)
("Abagail doesn't like reading in london.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in london.", "Abagail doesn't like london.", False)
("Abagail doesn't like reading in london.", 'Abagail likes reading in london.', False)
("Abagail doesn't like reading in michigan.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in michigan.", "Abagail doesn't like michigan.", False)
("Abagail doesn't like reading in michigan.", 'Abagail likes reading in michigan.', False)
("Abagail doesn't like reading in hong kong.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in hong kong.", "Abagail doesn't like hong kong.", False)
("Abagail doesn't like reading in hong kong.", 'Abagail likes reading in hong kong.', False)
("Abagail doesn't like reading in san francisco.", "Abagail doesn't like reading.", False)
("Abagail doesn't like reading in san francisco.", "Abagail doesn't like san francisco.", False)
("Abagail doesn't like reading in san francisco.", 'Abagail likes reading in san francisco.', False)
("Abagail doesn't like writing in indiana.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in indiana.", "Abagail doesn't like indiana.", False)
("Abagail doesn't like writing in indiana.", 'Abagail likes writing in indiana.', False)
("Abagail doesn't like writing in purdue university.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in purdue university.", "Abagail doesn't like purdue university.", False)
("Abagail doesn't like writing in purdue university.", 'Abagail likes writing in purdue university.', False)
("Abagail doesn't like writing in chicago.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in chicago.", "Abagail doesn't like chicago.", False)
("Abagail doesn't like writing in chicago.", 'Abagail likes writing in chicago.', False)
("Abagail doesn't like writing in paris.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in paris.", "Abagail doesn't like paris.", False)
("Abagail doesn't like writing in paris.", 'Abagail likes writing in paris.', False)
("Abagail doesn't like writing in new york.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in new york.", "Abagail doesn't like new york.", False)
("Abagail doesn't like writing in new york.", 'Abagail likes writing in new york.', False)
("Abagail doesn't like writing in london.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in london.", "Abagail doesn't like london.", False)
("Abagail doesn't like writing in london.", 'Abagail likes writing in london.', False)
("Abagail doesn't like writing in michigan.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in michigan.", "Abagail doesn't like michigan.", False)
("Abagail doesn't like writing in michigan.", 'Abagail likes writing in michigan.', False)
("Abagail doesn't like writing in hong kong.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in hong kong.", "Abagail doesn't like hong kong.", False)
("Abagail doesn't like writing in hong kong.", 'Abagail likes writing in hong kong.', False)
("Abagail doesn't like writing in san francisco.", "Abagail doesn't like writing.", False)
("Abagail doesn't like writing in san francisco.", "Abagail doesn't like san francisco.", False)
("Abagail doesn't like writing in san francisco.", 'Abagail likes writing in san francisco.', False)
("Abagail doesn't like singing in indiana.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in indiana.", "Abagail doesn't like indiana.", False)
("Abagail doesn't like singing in indiana.", 'Abagail likes singing in indiana.', False)
("Abagail doesn't like singing in purdue university.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in purdue university.", "Abagail doesn't like purdue university.", False)
("Abagail doesn't like singing in purdue university.", 'Abagail likes singing in purdue university.', False)
("Abagail doesn't like singing in chicago.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in chicago.", "Abagail doesn't like chicago.", False)
("Abagail doesn't like singing in chicago.", 'Abagail likes singing in chicago.', False)
("Abagail doesn't like singing in paris.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in paris.", "Abagail doesn't like paris.", False)
("Abagail doesn't like singing in paris.", 'Abagail likes singing in paris.', False)
("Abagail doesn't like singing in new york.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in new york.", "Abagail doesn't like new york.", False)
("Abagail doesn't like singing in new york.", 'Abagail likes singing in new york.', False)
("Abagail doesn't like singing in london.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in london.", "Abagail doesn't like london.", False)
("Abagail doesn't like singing in london.", 'Abagail likes singing in london.', False)
("Abagail doesn't like singing in michigan.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in michigan.", "Abagail doesn't like michigan.", False)
("Abagail doesn't like singing in michigan.", 'Abagail likes singing in michigan.', False)
("Abagail doesn't like singing in hong kong.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in hong kong.", "Abagail doesn't like hong kong.", False)
("Abagail doesn't like singing in hong kong.", 'Abagail likes singing in hong kong.', False)
("Abagail doesn't like singing in san francisco.", "Abagail doesn't like singing.", False)
("Abagail doesn't like singing in san francisco.", "Abagail doesn't like san francisco.", False)
("Abagail doesn't like singing in san francisco.", 'Abagail likes singing in san francisco.', False)
("Abagail doesn't like hanging out in indiana.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in indiana.", "Abagail doesn't like indiana.", False)
("Abagail doesn't like hanging out in indiana.", 'Abagail likes hanging out in indiana.', False)
("Abagail doesn't like hanging out in purdue university.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in purdue university.", "Abagail doesn't like purdue university.", False)
("Abagail doesn't like hanging out in purdue university.", 'Abagail likes hanging out in purdue university.', False)
("Abagail doesn't like hanging out in chicago.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in chicago.", "Abagail doesn't like chicago.", False)
("Abagail doesn't like hanging out in chicago.", 'Abagail likes hanging out in chicago.', False)
("Abagail doesn't like hanging out in paris.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in paris.", "Abagail doesn't like paris.", False)
("Abagail doesn't like hanging out in paris.", 'Abagail likes hanging out in paris.', False)
("Abagail doesn't like hanging out in new york.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in new york.", "Abagail doesn't like new york.", False)
("Abagail doesn't like hanging out in new york.", 'Abagail likes hanging out in new york.', False)
("Abagail doesn't like hanging out in london.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in london.", "Abagail doesn't like london.", False)
("Abagail doesn't like hanging out in london.", 'Abagail likes hanging out in london.', False)
("Abagail doesn't like hanging out in michigan.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in michigan.", "Abagail doesn't like michigan.", False)
("Abagail doesn't like hanging out in michigan.", 'Abagail likes hanging out in michigan.', False)
("Abagail doesn't like hanging out in hong kong.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in hong kong.", "Abagail doesn't like hong kong.", False)
("Abagail doesn't like hanging out in hong kong.", 'Abagail likes hanging out in hong kong.', False)
("Abagail doesn't like hanging out in san francisco.", "Abagail doesn't like hanging out.", False)
("Abagail doesn't like hanging out in san francisco.", "Abagail doesn't like san francisco.", False)
("Abagail doesn't like hanging out in san francisco.", 'Abagail likes hanging out in san francisco.', False)
("Abagail doesn't like watching movies in indiana.", "Abagail doesn't like watching movies.", False)
("Abagail doesn't like watching movies in indiana.", "Abagail doesn't like indiana.", False)
("Abagail doesn't like watching movies in indiana.", 'Abagail likes watching movies in indiana.', False)
("Abagail doesn't like watching movies in purdue university.", "Abagail doesn't like watching movies.", False)
("Abagail doesn't like watching movies in purdue university.", "Abagail doesn't like purdue university.", False)
