('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('There is a vehicle in london.', 'There is a automobile in london.', False)
('There is a vehicle in arizona.', 'There is a car in arizona.', False)
('There is a automobile in kansas.', 'There is a car in kansas.', False)
('There is a vehicle in paris.', 'There is a truck in paris.', False)
('There is a automobile in alabama.', 'There is a truck in alabama.', False)
('There is a vehicle in idaho.', 'There is a aircraft in idaho.', False)
('There is a vehicle in georgia.', 'There is a airplane in georgia.', False)
('There is a aircraft in alabama.', 'There is a airplane in alabama.', False)
('There is a vehicle in indiana.', 'There is a blimp in indiana.', False)
('There is a aircraft in iowa.', 'There is a blimp in iowa.', False)
('There is a vehicle in maryland.', 'There is a zeppelin in maryland.', False)
('There is a aircraft in alaska.', 'There is a zeppelin in alaska.', False)
('There is a vehicle in massachusetts.', 'There is a helicopter in massachusetts.', False)
('There is a aircraft in mississippi.', 'There is a helicopter in mississippi.', False)
('There is a vehicle in chicago.', 'There is a watercraft in chicago.', False)
('There is a vehicle in purdue university.', 'There is a train in purdue university.', False)
('There is a vehicle in alaska.', 'There is a hovercraft in alaska.', False)
('There is a lifeform in london.', 'There is a eukaryote in london.', False)
('There is a lifeform in florida.', 'There is a animal in florida.', False)
('There is a eukaryote in arkansas.', 'There is a animal in arkansas.', False)
('There is a lifeform in indiana.', 'There is a aardvark in indiana.', False)
('There is a eukaryote in illinois.', 'There is a aardvark in illinois.', False)
('There is a animal in nebraska.', 'There is a aardvark in nebraska.', False)
('There is a lifeform in connecticut.', 'There is a albatross in connecticut.', False)
('There is a eukaryote in arkansas.', 'There is a albatross in arkansas.', False)
('There is a animal in hong kong.', 'There is a albatross in hong kong.', False)
('There is a lifeform in nebraska.', 'There is a alligator in nebraska.', False)
('There is a eukaryote in hong kong.', 'There is a alligator in hong kong.', False)
('There is a animal in alaska.', 'There is a alligator in alaska.', False)
('There is a lifeform in hawaii.', 'There is a alpaca in hawaii.', False)
('There is a eukaryote in maryland.', 'There is a alpaca in maryland.', False)
('There is a animal in montana.', 'There is a alpaca in montana.', False)
('There is a lifeform in kansas.', 'There is a ant in kansas.', False)
('There is a eukaryote in florida.', 'There is a ant in florida.', False)
('There is a animal in london.', 'There is a ant in london.', False)
('There is a lifeform in maryland.', 'There is a anteater in maryland.', False)
('There is a eukaryote in missouri.', 'There is a anteater in missouri.', False)
('There is a animal in purdue university.', 'There is a anteater in purdue university.', False)
('There is a lifeform in alabama.', 'There is a antelope in alabama.', False)
('There is a eukaryote in kentucky.', 'There is a antelope in kentucky.', False)
('There is a animal in montana.', 'There is a antelope in montana.', False)
('There is a lifeform in california.', 'There is a ape in california.', False)
('There is a eukaryote in idaho.', 'There is a ape in idaho.', False)
('There is a animal in hawaii.', 'There is a ape in hawaii.', False)
('There is a lifeform in kansas.', 'There is a armadillo in kansas.', False)
('There is a eukaryote in nevada.', 'There is a armadillo in nevada.', False)
('There is a animal in michigan.', 'There is a armadillo in michigan.', False)
('There is a lifeform in new york.', 'There is a donkey in new york.', False)
('There is a eukaryote in kentucky.', 'There is a donkey in kentucky.', False)
('There is a animal in arizona.', 'There is a donkey in arizona.', False)
('There is a lifeform in new york.', 'There is a baboon in new york.', False)
('There is a eukaryote in georgia.', 'There is a baboon in georgia.', False)
('There is a animal in maryland.', 'There is a baboon in maryland.', False)
('There is a lifeform in maine.', 'There is a badger in maine.', False)
('There is a eukaryote in connecticut.', 'There is a badger in connecticut.', False)
('There is a animal in minnesota.', 'There is a badger in minnesota.', False)
('There is a lifeform in hong kong.', 'There is a barracuda in hong kong.', False)
('There is a eukaryote in louisiana.', 'There is a barracuda in louisiana.', False)
('There is a animal in arkansas.', 'There is a barracuda in arkansas.', False)
('There is a lifeform in nebraska.', 'There is a bat in nebraska.', False)
('There is a eukaryote in montana.', 'There is a bat in montana.', False)
('There is a animal in idaho.', 'There is a bat in idaho.', False)
('There is a lifeform in alaska.', 'There is a bear in alaska.', False)
('There is a eukaryote in maine.', 'There is a bear in maine.', False)
('There is a animal in connecticut.', 'There is a bear in connecticut.', False)
('There is a lifeform in alaska.', 'There is a beaver in alaska.', False)
('There is a eukaryote in hong kong.', 'There is a beaver in hong kong.', False)
('There is a animal in connecticut.', 'There is a beaver in connecticut.', False)
('There is a lifeform in purdue university.', 'There is a bee in purdue university.', False)
('There is a eukaryote in louisiana.', 'There is a bee in louisiana.', False)
('There is a animal in georgia.', 'There is a bee in georgia.', False)
('There is a lifeform in michigan.', 'There is a bison in michigan.', False)
('There is a eukaryote in mississippi.', 'There is a bison in mississippi.', False)
('There is a animal in mississippi.', 'There is a bison in mississippi.', False)
('There is a lifeform in michigan.', 'There is a boar in michigan.', False)
('There is a eukaryote in paris.', 'There is a boar in paris.', False)
('There is a animal in kentucky.', 'There is a boar in kentucky.', False)
('There is a lifeform in massachusetts.', 'There is a buffalo in massachusetts.', False)
('There is a eukaryote in indiana.', 'There is a buffalo in indiana.', False)
('There is a animal in missouri.', 'There is a buffalo in missouri.', False)
('There is a lifeform in connecticut.', 'There is a butterfly in connecticut.', False)
('There is a eukaryote in delaware.', 'There is a butterfly in delaware.', False)
('There is a animal in san francisco.', 'There is a butterfly in san francisco.', False)
('There is a lifeform in hong kong.', 'There is a camel in hong kong.', False)
('There is a eukaryote in chicago.', 'There is a camel in chicago.', False)
('There is a animal in alaska.', 'There is a camel in alaska.', False)
('There is a lifeform in purdue university.', 'There is a capybara in purdue university.', False)
('There is a eukaryote in minnesota.', 'There is a capybara in minnesota.', False)
('There is a animal in georgia.', 'There is a capybara in georgia.', False)
('There is a lifeform in idaho.', 'There is a caribou in idaho.', False)
('There is a eukaryote in minnesota.', 'There is a caribou in minnesota.', False)
('There is a animal in iowa.', 'There is a caribou in iowa.', False)
('There is a lifeform in nebraska.', 'There is a cassowary in nebraska.', False)
('There is a eukaryote in maryland.', 'There is a cassowary in maryland.', False)
