('neighborhoods are found in cities.', 'neighborhoods contain cities', True)
('Some soldiers says flowers consists of pedals.', 'soldiers says flowers are composed of pedals', True)
('Some solicitors says flowers consists of pedals.', 'solicitors says flowers are composed of pedals', True)
('Some song writers says flowers consists of pedals.', 'song writers says flowers are composed of pedals', True)
('Some sound artists says flowers consists of pedals.', 'sound artists says flowers are composed of pedals', True)
('Some sound engineers says flowers consists of pedals.', 'sound engineers says flowers are composed of pedals', True)
('Some sound technicians says flowers consists of pedals.', 'sound technicians says flowers are composed of pedals', True)
('Some special constables says flowers consists of pedals.', 'special constables says flowers are composed of pedals', True)
('Some special needss says flowers consists of pedals.', 'special needss says flowers are composed of pedals', True)
('Some speech therapists says flowers consists of pedals.', 'speech therapists says flowers are composed of pedals', True)
('Some sports administrators says flowers consists of pedals.', 'sports administrators says flowers are composed of pedals', True)
('Some sports coachs says flowers consists of pedals.', 'sports coachs says flowers are composed of pedals', True)
('Some sports commentators says flowers consists of pedals.', 'sports commentators says flowers are composed of pedals', True)
('Some sportsmans says flowers consists of pedals.', 'sportsmans says flowers are composed of pedals', True)
('Some sportspersons says flowers consists of pedals.', 'sportspersons says flowers are composed of pedals', True)
('Some sportswomans says flowers consists of pedals.', 'sportswomans says flowers are composed of pedals', True)
('Some spring makers says flowers consists of pedals.', 'spring makers says flowers are composed of pedals', True)
('Some stable hands says flowers consists of pedals.', 'stable hands says flowers are composed of pedals', True)
('Some staff nurses says flowers consists of pedals.', 'staff nurses says flowers are composed of pedals', True)
('Some stage directors says flowers consists of pedals.', 'stage directors says flowers are composed of pedals', True)
('Some stage hands says flowers consists of pedals.', 'stage hands says flowers are composed of pedals', True)
('Some stage managers says flowers consists of pedals.', 'stage managers says flowers are composed of pedals', True)
('Some stage movers says flowers consists of pedals.', 'stage movers says flowers are composed of pedals', True)
('Some station managers says flowers consists of pedals.', 'station managers says flowers are composed of pedals', True)
('Some stationers says flowers consists of pedals.', 'stationers says flowers are composed of pedals', True)
('Some statisticians says flowers consists of pedals.', 'statisticians says flowers are composed of pedals', True)
('Some steel erectors says flowers consists of pedals.', 'steel erectors says flowers are composed of pedals', True)
('Some steel workers says flowers consists of pedals.', 'steel workers says flowers are composed of pedals', True)
('Some steeplejacks says flowers consists of pedals.', 'steeplejacks says flowers are composed of pedals', True)
('Some stenographers says flowers consists of pedals.', 'stenographers says flowers are composed of pedals', True)
('Some stewards says flowers consists of pedals.', 'stewards says flowers are composed of pedals', True)
('Some stewardesss says flowers consists of pedals.', 'stewardesss says flowers are composed of pedals', True)
('Some stock controllers says flowers consists of pedals.', 'stock controllers says flowers are composed of pedals', True)
('Some stock managers says flowers consists of pedals.', 'stock managers says flowers are composed of pedals', True)
('Some stockbrokers says flowers consists of pedals.', 'stockbrokers says flowers are composed of pedals', True)
('Some stockmans says flowers consists of pedals.', 'stockmans says flowers are composed of pedals', True)
('Some stocktakers says flowers consists of pedals.', 'stocktakers says flowers are composed of pedals', True)
('Some stone cutters says flowers consists of pedals.', 'stone cutters says flowers are composed of pedals', True)
('Some stone sawyers says flowers consists of pedals.', 'stone sawyers says flowers are composed of pedals', True)
('Some stonemasons says flowers consists of pedals.', 'stonemasons says flowers are composed of pedals', True)
('Some store detectives says flowers consists of pedals.', 'store detectives says flowers are composed of pedals', True)
('Some storemans says flowers consists of pedals.', 'storemans says flowers are composed of pedals', True)
('Some storewomans says flowers consists of pedals.', 'storewomans says flowers are composed of pedals', True)
('Some street entertainers says flowers consists of pedals.', 'street entertainers says flowers are composed of pedals', True)
('Some street traders says flowers consists of pedals.', 'street traders says flowers are composed of pedals', True)
('Some stud hands says flowers consists of pedals.', 'stud hands says flowers are composed of pedals', True)
('Some students says flowers consists of pedals.', 'students says flowers are composed of pedals', True)
