('A automobile is a vehicle.', 'A automobile is a vehicle.', True)
('There is a tango album in san francisco.', 'There is a music album in san francisco.', True)
('There is a samba album in indiana.', 'There is a music album in indiana.', True)
('There is a ballad album in new york.', 'There is a music album in new york.', True)
('There is a acapella album in chicago.', 'There is a music album in chicago.', True)
('There is a salsa album in london.', 'There is a music album in london.', True)
('There is a jpop album in chicago.', 'There is a music album in chicago.', True)
('There is a synthpop album in new york.', 'There is a music album in new york.', True)
('There is a eukaryote in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a animal in indiana.', 'There is a lifeform in indiana.', True)
('There is a animal in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a aardvark in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a aardvark in london.', 'There is a eukaryote in london.', True)
('There is a aardvark in paris.', 'There is a animal in paris.', True)
('There is a albatross in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a albatross in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a albatross in michigan.', 'There is a animal in michigan.', True)
('There is a alligator in chicago.', 'There is a lifeform in chicago.', True)
('There is a alligator in paris.', 'There is a eukaryote in paris.', True)
('There is a alligator in chicago.', 'There is a animal in chicago.', True)
('There is a alpaca in london.', 'There is a lifeform in london.', True)
('There is a alpaca in paris.', 'There is a eukaryote in paris.', True)
('There is a alpaca in paris.', 'There is a animal in paris.', True)
('There is a ant in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a ant in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a ant in purdue university.', 'There is a animal in purdue university.', True)
('There is a anteater in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a anteater in michigan.', 'There is a eukaryote in michigan.', True)
('There is a anteater in indiana.', 'There is a animal in indiana.', True)
('There is a antelope in indiana.', 'There is a lifeform in indiana.', True)
('There is a antelope in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a antelope in chicago.', 'There is a animal in chicago.', True)
('There is a ape in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a ape in michigan.', 'There is a eukaryote in michigan.', True)
('There is a ape in purdue university.', 'There is a animal in purdue university.', True)
('There is a armadillo in london.', 'There is a lifeform in london.', True)
('There is a armadillo in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a armadillo in hong kong.', 'There is a animal in hong kong.', True)
('There is a donkey in michigan.', 'There is a lifeform in michigan.', True)
('There is a donkey in michigan.', 'There is a eukaryote in michigan.', True)
('There is a donkey in san francisco.', 'There is a animal in san francisco.', True)
('There is a baboon in new york.', 'There is a lifeform in new york.', True)
('There is a baboon in paris.', 'There is a eukaryote in paris.', True)
('There is a baboon in purdue university.', 'There is a animal in purdue university.', True)
('There is a badger in london.', 'There is a lifeform in london.', True)
('There is a badger in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a badger in indiana.', 'There is a animal in indiana.', True)
('There is a barracuda in new york.', 'There is a lifeform in new york.', True)
('There is a barracuda in michigan.', 'There is a eukaryote in michigan.', True)
('There is a barracuda in hong kong.', 'There is a animal in hong kong.', True)
('There is a bat in new york.', 'There is a lifeform in new york.', True)
('There is a bat in new york.', 'There is a eukaryote in new york.', True)
('There is a bat in purdue university.', 'There is a animal in purdue university.', True)
('There is a bear in new york.', 'There is a lifeform in new york.', True)
('There is a bear in london.', 'There is a eukaryote in london.', True)
('There is a bear in michigan.', 'There is a animal in michigan.', True)
('There is a beaver in indiana.', 'There is a lifeform in indiana.', True)
('There is a beaver in london.', 'There is a eukaryote in london.', True)
('There is a beaver in san francisco.', 'There is a animal in san francisco.', True)
('There is a bee in michigan.', 'There is a lifeform in michigan.', True)
('There is a bee in new york.', 'There is a eukaryote in new york.', True)
('There is a bee in michigan.', 'There is a animal in michigan.', True)
('There is a bison in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a bison in indiana.', 'There is a eukaryote in indiana.', True)
('There is a bison in san francisco.', 'There is a animal in san francisco.', True)
('There is a boar in michigan.', 'There is a lifeform in michigan.', True)
('There is a boar in chicago.', 'There is a eukaryote in chicago.', True)
('There is a boar in michigan.', 'There is a animal in michigan.', True)
('There is a buffalo in indiana.', 'There is a lifeform in indiana.', True)
('There is a buffalo in purdue university.', 'There is a eukaryote in purdue university.', True)
('There is a buffalo in paris.', 'There is a animal in paris.', True)
('There is a butterfly in chicago.', 'There is a lifeform in chicago.', True)
('There is a butterfly in chicago.', 'There is a eukaryote in chicago.', True)
('There is a butterfly in paris.', 'There is a animal in paris.', True)
('There is a camel in michigan.', 'There is a lifeform in michigan.', True)
('There is a camel in chicago.', 'There is a eukaryote in chicago.', True)
('There is a camel in london.', 'There is a animal in london.', True)
('There is a capybara in indiana.', 'There is a lifeform in indiana.', True)
('There is a capybara in paris.', 'There is a eukaryote in paris.', True)
('There is a capybara in michigan.', 'There is a animal in michigan.', True)
('There is a caribou in paris.', 'There is a lifeform in paris.', True)
('There is a caribou in chicago.', 'There is a eukaryote in chicago.', True)
('There is a caribou in chicago.', 'There is a animal in chicago.', True)
('There is a cassowary in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a cassowary in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a cassowary in michigan.', 'There is a animal in michigan.', True)
('There is a cat in indiana.', 'There is a lifeform in indiana.', True)
('There is a cat in new york.', 'There is a eukaryote in new york.', True)
('There is a cat in paris.', 'There is a animal in paris.', True)
('There is a abyssinian cat in indiana.', 'There is a lifeform in indiana.', True)
('There is a abyssinian cat in michigan.', 'There is a eukaryote in michigan.', True)
('There is a abyssinian cat in new york.', 'There is a animal in new york.', True)
('There is a abyssinian cat in new york.', 'There is a cat in new york.', True)
('There is a aegean cat in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a aegean cat in paris.', 'There is a eukaryote in paris.', True)
('There is a aegean cat in purdue university.', 'There is a animal in purdue university.', True)
('There is a aegean cat in chicago.', 'There is a cat in chicago.', True)
('There is a american curl in hong kong.', 'There is a lifeform in hong kong.', True)
('There is a american curl in paris.', 'There is a eukaryote in paris.', True)
('There is a american curl in san francisco.', 'There is a animal in san francisco.', True)
('There is a american curl in paris.', 'There is a cat in paris.', True)
('There is a american bobtail in indiana.', 'There is a lifeform in indiana.', True)
('There is a american bobtail in london.', 'There is a eukaryote in london.', True)
('There is a american bobtail in indiana.', 'There is a animal in indiana.', True)
('There is a american bobtail in michigan.', 'There is a cat in michigan.', True)
('There is a american shorthair in michigan.', 'There is a lifeform in michigan.', True)
('There is a american shorthair in london.', 'There is a eukaryote in london.', True)
('There is a american shorthair in indiana.', 'There is a animal in indiana.', True)
('There is a american shorthair in michigan.', 'There is a cat in michigan.', True)
('There is a american wirehair in chicago.', 'There is a lifeform in chicago.', True)
('There is a american wirehair in michigan.', 'There is a eukaryote in michigan.', True)
('There is a american wirehair in new york.', 'There is a animal in new york.', True)
('There is a american wirehair in indiana.', 'There is a cat in indiana.', True)
('There is a arabian mau in london.', 'There is a lifeform in london.', True)
('There is a arabian mau in indiana.', 'There is a eukaryote in indiana.', True)
('There is a arabian mau in purdue university.', 'There is a animal in purdue university.', True)
('There is a arabian mau in indiana.', 'There is a cat in indiana.', True)
('There is a australian mist in london.', 'There is a lifeform in london.', True)
('There is a australian mist in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a australian mist in london.', 'There is a animal in london.', True)
('There is a australian mist in paris.', 'There is a cat in paris.', True)
('There is a asian cat in san francisco.', 'There is a lifeform in san francisco.', True)
('There is a asian cat in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a asian cat in new york.', 'There is a animal in new york.', True)
('There is a asian cat in hong kong.', 'There is a cat in hong kong.', True)
('There is a asian semi-longhair in michigan.', 'There is a lifeform in michigan.', True)
('There is a asian semi-longhair in paris.', 'There is a eukaryote in paris.', True)
('There is a asian semi-longhair in indiana.', 'There is a animal in indiana.', True)
('There is a asian semi-longhair in san francisco.', 'There is a cat in san francisco.', True)
('There is a balinese cat in london.', 'There is a lifeform in london.', True)
('There is a balinese cat in hong kong.', 'There is a eukaryote in hong kong.', True)
('There is a balinese cat in hong kong.', 'There is a animal in hong kong.', True)
('There is a balinese cat in indiana.', 'There is a cat in indiana.', True)
('There is a bambino cat in michigan.', 'There is a lifeform in michigan.', True)
('There is a bambino cat in london.', 'There is a eukaryote in london.', True)
('There is a bambino cat in london.', 'There is a animal in london.', True)
('There is a bambino cat in san francisco.', 'There is a cat in san francisco.', True)
('There is a bengal cat in michigan.', 'There is a lifeform in michigan.', True)
('There is a bengal cat in indiana.', 'There is a eukaryote in indiana.', True)
('There is a bengal cat in hong kong.', 'There is a animal in hong kong.', True)
('There is a bengal cat in michigan.', 'There is a cat in michigan.', True)
('There is a birman in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a birman in indiana.', 'There is a eukaryote in indiana.', True)
('There is a birman in paris.', 'There is a animal in paris.', True)
('There is a birman in san francisco.', 'There is a cat in san francisco.', True)
('There is a bombay cat in purdue university.', 'There is a lifeform in purdue university.', True)
('There is a bombay cat in san francisco.', 'There is a eukaryote in san francisco.', True)
('There is a bombay cat in michigan.', 'There is a animal in michigan.', True)
('There is a bombay cat in indiana.', 'There is a cat in indiana.', True)
('There is a brazilian shorthair in san francisco.', 'There is a lifeform in san francisco.', True)
