('The turtle is in the milky way galaxy.', 'The turtle is in the universe.', True)
('The textile technician dashed to northern territory.', 'The textile technician was in our solar system.', True)
('The insurance assessor went to northern territory.', 'The insurance assessor was in earth.', True)
('The proof reader sprinted to northern territory.', 'The proof reader was in australia.', True)
('The lighting designer sauntered to queensland.', 'The lighting designer was in the universe.', True)
('The botanist crawled to queensland.', 'The botanist was in the milky way galaxy.', True)
('The sports coach hopped to queensland.', 'The sports coach was in our solar system.', True)
('The glazier strutted to queensland.', 'The glazier was in earth.', True)
('The car wash attendant swaggered to queensland.', 'The car wash attendant was in australia.', True)
('The laundry staff went to south australia.', 'The laundry staff was in the universe.', True)
('The tractor mechanic sprinted to south australia.', 'The tractor mechanic was in the milky way galaxy.', True)
('The car salesman jogged to south australia.', 'The car salesman was in our solar system.', True)
('The coroner sauntered to south australia.', 'The coroner was in earth.', True)
('The locksmith sprinted to south australia.', 'The locksmith was in australia.', True)
('The rug maker sprinted to tasmania.', 'The rug maker was in the universe.', True)
('The technical assistant ambled to tasmania.', 'The technical assistant was in the milky way galaxy.', True)
('The park keeper traveled to tasmania.', 'The park keeper was in our solar system.', True)
('The childminder journeyed to tasmania.', 'The childminder was in earth.', True)
('The bus driver sprinted to tasmania.', 'The bus driver was in australia.', True)
('The school crossing stomped to victoria.', 'The school crossing was in the universe.', True)
('The line worker sprinted to victoria.', 'The line worker was in the milky way galaxy.', True)
('The import consultant ambled to victoria.', 'The import consultant was in our solar system.', True)
('The nurseryman waddled to victoria.', 'The nurseryman was in earth.', True)
('The auto electrician ambled to victoria.', 'The auto electrician was in australia.', True)
('The revenue officer jogged to western australia.', 'The revenue officer was in the universe.', True)
('The off shore sauntered to western australia.', 'The off shore was in the milky way galaxy.', True)
('The radio presenter stomped to western australia.', 'The radio presenter was in our solar system.', True)
('The legal secretary hopped to western australia.', 'The legal secretary was in earth.', True)
('The street entertainer walked to western australia.', 'The street entertainer was in australia.', True)
('The statistician dashed to mars.', 'The statistician was in the universe.', True)
('The auction worker waddled to mars.', 'The auction worker was in the milky way galaxy.', True)
('The weaver jogged to mars.', 'The weaver was in our solar system.', True)
('The acoustic engineer sauntered to saturn.', 'The acoustic engineer was in the universe.', True)
('The claims assessor jogged to saturn.', 'The claims assessor was in the milky way galaxy.', True)
('The arbitrator stomped to saturn.', 'The arbitrator was in our solar system.', True)
('The orthoptist journeyed to jupiter.', 'The orthoptist was in the universe.', True)
('The machine operator strutted to jupiter.', 'The machine operator was in the milky way galaxy.', True)
('The road safety officer hopped to jupiter.', 'The road safety officer was in our solar system.', True)
('The tax consultant jogged to uranus.', 'The tax consultant was in the universe.', True)
('The health planner rushed to uranus.', 'The health planner was in the milky way galaxy.', True)
('The psychologist ambled to uranus.', 'The psychologist was in our solar system.', True)
('The palaeobotanist swaggered to neptune.', 'The palaeobotanist was in the universe.', True)
('The recreational hopped to neptune.', 'The recreational was in the milky way galaxy.', True)
('The lawyer waddled to neptune.', 'The lawyer was in our solar system.', True)
('The track worker is working in the milky way galaxy.', 'The track worker is in the universe.', True)
('The groundsman is eating in our solar system.', 'The groundsman is in the universe.', True)
('The rally driver is sculpting in our solar system.', 'The rally driver is in the milky way galaxy.', True)
('The print finisher is eating on the sun.', 'The print finisher is in the universe.', True)
('The textile engineer is living on the sun.', 'The textile engineer is in the milky way galaxy.', True)
('The tiler is working on the sun.', 'The tiler is in our solar system.', True)
('The piano teacher is hanging out on mercury.', 'The piano teacher is in the universe.', True)
('The hosiery worker is living on mercury.', 'The hosiery worker is in the milky way galaxy.', True)
('The piano teacher is watching movies on mercury.', 'The piano teacher is in our solar system.', True)
('The ticket inspector is dancing on venus.', 'The ticket inspector is in the universe.', True)
('The horse riding instructor is watching movies on venus.', 'The horse riding instructor is in the milky way galaxy.', True)
('The transport manager is watching movies on venus.', 'The transport manager is in our solar system.', True)
('The radio controller is running on earth.', 'The radio controller is in the universe.', True)
('The area manager is drawing on earth.', 'The area manager is in the milky way galaxy.', True)
('The bricklayer is sculpting on earth.', 'The bricklayer is in our solar system.', True)
('The investigator is dancing in antarctica.', 'The investigator is in the universe.', True)
('The stage mover is hanging out in antarctica.', 'The stage mover is in the milky way galaxy.', True)
('The smallholder is writing in antarctica.', 'The smallholder is in our solar system.', True)
('The motor engineer is working in antarctica.', 'The motor engineer is on earth.', True)
('The cafe staff is sculpting in north america.', 'The cafe staff is in the universe.', True)
('The travel consultant is hanging out in north america.', 'The travel consultant is in the milky way galaxy.', True)
('The pattern maker is singing in north america.', 'The pattern maker is in our solar system.', True)
('The foster parent is running in north america.', 'The foster parent is on earth.', True)
('The magician is drinking in the united states of america.', 'The magician is in the universe.', True)
('The tour guide is drinking in the united states of america.', 'The tour guide is in the milky way galaxy.', True)
('The carpet cleaner is drinking in the united states of america.', 'The carpet cleaner is in our solar system.', True)
('The car park attendant is living in the united states of america.', 'The car park attendant is on earth.', True)
('The cable jointer is drinking in the united states of america.', 'The cable jointer is in north america.', True)
('The miner is reading in alabama.', 'The miner is in the universe.', True)
('The radio presenter is painting in alabama.', 'The radio presenter is in the milky way galaxy.', True)
('The site agent is reading in alabama.', 'The site agent is in our solar system.', True)
('The thermal insulator is reading in alabama.', 'The thermal insulator is on earth.', True)
('The sales executive is living in alabama.', 'The sales executive is in north america.', True)
('The timber worker is hanging out in alabama.', 'The timber worker is in the united states of america.', True)
('The wood carver is reading in alaska.', 'The wood carver is in the universe.', True)
('The station manager is sculpting in alaska.', 'The station manager is in the milky way galaxy.', True)
('The tiler is drawing in alaska.', 'The tiler is in our solar system.', True)
('The trading standards is walking in alaska.', 'The trading standards is on earth.', True)
('The lathe operator is singing in alaska.', 'The lathe operator is in north america.', True)
('The chimney sweep is hanging out in alaska.', 'The chimney sweep is in the united states of america.', True)
('The caulker is living in american samoa.', 'The caulker is in the universe.', True)
('The skipper is writing in american samoa.', 'The skipper is in the milky way galaxy.', True)
