('neighborhoods contain cities', 'neighborhoods are found in cities.', False)
('textile technicians says coats are composed of zippers', 'Some textile technicians says coats consists of zippers.', False)
('textile workers says coats are composed of zippers', 'Some textile workers says coats consists of zippers.', False)
('thatchers says coats are composed of zippers', 'Some thatchers says coats consists of zippers.', False)
('theatre managers says coats are composed of zippers', 'Some theatre managers says coats consists of zippers.', False)
('theatre technicians says coats are composed of zippers', 'Some theatre technicians says coats consists of zippers.', False)
('theatrical agents says coats are composed of zippers', 'Some theatrical agents says coats consists of zippers.', False)
('therapists says coats are composed of zippers', 'Some therapists says coats consists of zippers.', False)
('thermal engineers says coats are composed of zippers', 'Some thermal engineers says coats consists of zippers.', False)
('thermal insulators says coats are composed of zippers', 'Some thermal insulators says coats consists of zippers.', False)
('ticket agents says coats are composed of zippers', 'Some ticket agents says coats consists of zippers.', False)
('ticket inspectors says coats are composed of zippers', 'Some ticket inspectors says coats consists of zippers.', False)
('tilers says coats are composed of zippers', 'Some tilers says coats consists of zippers.', False)
('timber inspectors says coats are composed of zippers', 'Some timber inspectors says coats consists of zippers.', False)
('timber workers says coats are composed of zippers', 'Some timber workers says coats consists of zippers.', False)
('tobacconists says coats are composed of zippers', 'Some tobacconists says coats consists of zippers.', False)
('toll collectors says coats are composed of zippers', 'Some toll collectors says coats consists of zippers.', False)
('tool makers says coats are composed of zippers', 'Some tool makers says coats consists of zippers.', False)
('tour agents says coats are composed of zippers', 'Some tour agents says coats consists of zippers.', False)
('tour guides says coats are composed of zippers', 'Some tour guides says coats consists of zippers.', False)
('town clerks says coats are composed of zippers', 'Some town clerks says coats consists of zippers.', False)
('town planners says coats are composed of zippers', 'Some town planners says coats consists of zippers.', False)
('toy makers says coats are composed of zippers', 'Some toy makers says coats consists of zippers.', False)
('toy traders says coats are composed of zippers', 'Some toy traders says coats consists of zippers.', False)
('track workers says coats are composed of zippers', 'Some track workers says coats consists of zippers.', False)
('tractor drivers says coats are composed of zippers', 'Some tractor drivers says coats consists of zippers.', False)
('tractor mechanics says coats are composed of zippers', 'Some tractor mechanics says coats consists of zippers.', False)
('trade mark agents says coats are composed of zippers', 'Some trade mark agents says coats consists of zippers.', False)
('trade union officials says coats are composed of zippers', 'Some trade union officials says coats consists of zippers.', False)
