('The turtle is in the universe.', 'The turtle is in the milky way galaxy.', False)
('The joiner is painting on earth.', 'The joiner is in south america.', False)
('The linguist is hanging out in the universe.', 'The linguist is in brazil.', False)
('The palaeobotanist is sculpting in the milky way galaxy.', 'The palaeobotanist is in brazil.', False)
('The lithographer is running in our solar system.', 'The lithographer is in brazil.', False)
('The promoter is sculpting on earth.', 'The promoter is in brazil.', False)
('The medal dealer is running in south america.', 'The medal dealer is in brazil.', False)
('The tax manager is reading in the universe.', 'The tax manager is in columbia.', False)
('The pipe insulator is watching movies in the milky way galaxy.', 'The pipe insulator is in columbia.', False)
('The milkman is drinking in our solar system.', 'The milkman is in columbia.', False)
('The vehicle assessor is dancing on earth.', 'The vehicle assessor is in columbia.', False)
('The toll collector is eating in south america.', 'The toll collector is in columbia.', False)
('The secretary is walking in the universe.', 'The secretary is in argentina.', False)
('The car dealer is sculpting in the milky way galaxy.', 'The car dealer is in argentina.', False)
('The manicurist is walking in our solar system.', 'The manicurist is in argentina.', False)
('The interior decorator is eating on earth.', 'The interior decorator is in argentina.', False)
('The civil engineer is eating in south america.', 'The civil engineer is in argentina.', False)
('The office manager is painting in the universe.', 'The office manager is in peru.', False)
('The tax inspector is working in the milky way galaxy.', 'The tax inspector is in peru.', False)
('The warehousewoman is drawing in our solar system.', 'The warehousewoman is in peru.', False)
('The botanist is walking on earth.', 'The botanist is in peru.', False)
('The circus worker is painting in south america.', 'The circus worker is in peru.', False)
('The polisher is dancing in the universe.', 'The polisher is in venezuela.', False)
('The stone cutter is running in the milky way galaxy.', 'The stone cutter is in venezuela.', False)
('The patrolman is dancing in our solar system.', 'The patrolman is in venezuela.', False)
('The health therapist is living on earth.', 'The health therapist is in venezuela.', False)
('The boat builder is drawing in south america.', 'The boat builder is in venezuela.', False)
('The windscreen fitter is eating in the universe.', 'The windscreen fitter is in chile.', False)
('The tax manager is dancing in the milky way galaxy.', 'The tax manager is in chile.', False)
('The librarian is reading in our solar system.', 'The librarian is in chile.', False)
('The cellarman is drinking on earth.', 'The cellarman is in chile.', False)
('The messenger is singing in south america.', 'The messenger is in chile.', False)
('The guest house proprietor is running in the universe.', 'The guest house proprietor is in ecuador.', False)
('The systems engineer is dancing in the milky way galaxy.', 'The systems engineer is in ecuador.', False)
('The lecturer is working in our solar system.', 'The lecturer is in ecuador.', False)
('The importer is running on earth.', 'The importer is in ecuador.', False)
('The meat wholesaler is working in south america.', 'The meat wholesaler is in ecuador.', False)
('The counsellor is dancing in the universe.', 'The counsellor is in bolivia.', False)
('The chemist is dancing in the milky way galaxy.', 'The chemist is in bolivia.', False)
('The marketing director is watching movies in our solar system.', 'The marketing director is in bolivia.', False)
('The production manager is sculpting on earth.', 'The production manager is in bolivia.', False)
('The airport manager is drinking in south america.', 'The airport manager is in bolivia.', False)
('The architect is walking in the universe.', 'The architect is in paraguay.', False)
('The wood worker is living in the milky way galaxy.', 'The wood worker is in paraguay.', False)
('The lampshade maker is running in our solar system.', 'The lampshade maker is in paraguay.', False)
('The storeman is drinking on earth.', 'The storeman is in paraguay.', False)
('The garda is painting in south america.', 'The garda is in paraguay.', False)
('The optometrist is painting in the universe.', 'The optometrist is in uruguay.', False)
('The labelling operator is drinking in the milky way galaxy.', 'The labelling operator is in uruguay.', False)
('The linguist is sculpting in our solar system.', 'The linguist is in uruguay.', False)
('The lighthouse keeper is living on earth.', 'The lighthouse keeper is in uruguay.', False)
('The carpet fitter is drawing in south america.', 'The carpet fitter is in uruguay.', False)
('The toll collector is living in the universe.', 'The toll collector is in guyana.', False)
('The boat builder is watching movies in the milky way galaxy.', 'The boat builder is in guyana.', False)
('The hotel consultant is drawing in our solar system.', 'The hotel consultant is in guyana.', False)
('The driver is painting on earth.', 'The driver is in guyana.', False)
('The welfare assistant is drawing in south america.', 'The welfare assistant is in guyana.', False)
